ArticleID,Modal Verb Strength,Hedging Frequency & Type,Qualifier Density,Acknowledgement of Limitations,Caution-Signaling Connectors,Assertiveness & Voice,Active/Passive Voice Ratio,Sentence Length & Directness,Imperative-Form Occurrence,Pronoun Commitment,Novelty-Claim Strength,Jargon/Technicality Density,Emotional Valence,Evidence & Citation Usage,Practical/Impact Orientation,llm_readability
7649,9,10,7,8,5,8,6,7,1,1,7,7,1,1,1,8
7650,5,10,10,4,10,9,7,8,1,7,1,8,1,1,1,7
7651,2,3,3,10,10,6,9,4,1,1,1,7,3,1,1,6
7652,9,10,8,7,10,9,5,8,1,3,1,6,2,2,2,8
7653,9,9,6,10,10,9,8,9,1,10,1,4,1,1,1,9
7654,8,8,8,10,10,8,7,8,1,9,7,7,2,3,1,9
7655,1,6,6,8,5,6,10,7,1,6,1,5,1,1,1,8
7656,10,10,10,10,5,9,10,8,1,8,7,7,2,1,1,7
7657,8,8,9,10,10,8,10,7,1,8,6,7,1,1,5,8
7658,9,8,8,10,10,9,10,8,1,8,1,4,1,4,1,9
7659,1,10,6,5,10,7,10,7,1,7,1,8,1,1,5,7
7660,10,9,7,10,10,10,6,9,1,1,6,3,1,1,1,9
7661,5,10,8,10,10,9,5,8,1,1,1,9,1,1,1,6
7662,2,7,8,10,10,7,9,6,1,4,7,8,1,3,5,7
7663,7,9,9,10,10,8,5,7,1,1,6,8,1,3,2,8
7664,5,10,10,7,10,9,9,3,1,8,1,9,1,1,5,5
7665,5,6,7,8,10,5,5,2,1,1,1,4,1,1,1,4
7666,9,6,7,9,10,8,9,4,1,1,1,8,1,3,2,6
7667,5,4,7,4,10,6,6,7,1,3,1,8,1,1,2,6
7668,8,10,10,10,10,8,9,8,1,9,6,7,1,1,1,8
7669,5,9,10,10,10,8,10,8,1,9,1,7,1,2,5,8
7670,6,8,8,10,5,8,5,6,1,4,4,6,2,1,1,7
7671,5,10,7,10,3,8,6,6,1,1,3,8,1,2,1,7
7672,8,9,6,3,10,9,5,7,1,1,1,9,1,1,1,6
7673,1,8,6,5,10,8,8,8,1,1,1,3,2,1,2,9
7674,5,7,8,10,10,8,10,6,1,8,2,6,1,2,2,7
7675,2,8,6,10,10,9,4,6,1,1,1,4,2,1,5,8
7676,8,8,8,10,10,8,10,9,1,1,1,6,1,1,1,8
7677,8,9,9,10,10,8,5,4,1,1,1,7,2,1,4,7
7678,10,8,6,10,5,9,10,7,1,6,1,7,2,3,6,8
7679,3,9,10,10,10,7,10,9,1,1,1,2,2,1,3,9
7680,2,6,7,4,5,7,8,6,1,7,1,8,1,3,1,7
7681,7,8,6,9,5,8,7,6,1,3,1,6,1,1,1,8
7682,3,7,8,10,10,8,8,8,1,1,1,5,3,1,2,8
7683,9,10,8,10,10,9,9,5,1,6,3,7,1,1,1,7
7684,9,10,9,10,3,9,10,7,1,8,3,9,1,3,1,6
7685,9,10,8,10,10,10,8,6,1,8,1,6,1,4,1,8
7686,4,8,8,9,6,8,9,6,1,8,1,8,1,6,7,7
7687,5,10,10,10,10,9,10,8,1,1,1,7,1,1,2,7
7688,2,9,9,9,10,8,8,7,1,4,1,7,1,4,5,8
7689,9,10,10,10,10,9,9,7,1,1,1,8,1,3,1,7
7690,7,9,9,10,5,9,10,8,1,1,2,6,1,1,1,8
7691,9,6,6,10,5,8,7,7,1,1,1,2,1,1,1,8
7692,5,8,8,10,10,8,3,4,1,1,5,7,1,1,1,7
7693,8,10,10,10,5,10,9,7,1,1,1,3,1,1,2,8
7694,9,10,8,10,10,9,6,7,1,8,7,6,1,1,6,8
7695,5,10,10,10,10,9,9,4,3,1,1,8,1,1,1,5
7696,3,8,8,10,10,7,9,8,1,3,3,1,1,1,1,9
7697,3,8,8,10,5,8,9,7,1,4,1,8,1,1,5,7
7698,5,8,6,6,10,8,8,7,1,8,1,7,1,1,1,7
7699,5,6,7,5,5,6,9,6,1,1,1,7,1,1,2,7
7700,1,7,10,10,10,7,5,6,1,4,1,6,1,1,1,7
7701,5,10,10,10,10,7,5,6,1,1,1,8,1,1,1,6
7702,3,4,4,10,5,6,5,3,1,1,1,6,1,3,2,7
7703,7,10,10,10,10,9,10,7,1,9,1,7,1,2,1,7
7704,5,8,4,10,10,4,8,9,1,1,1,3,1,2,1,9
7705,6,9,10,10,10,9,5,7,1,1,1,8,1,2,2,7
7706,2,7,6,3,10,8,6,6,1,6,5,8,1,1,2,7
7707,8,10,9,10,10,9,8,6,1,4,1,6,1,1,1,7
7708,7,8,6,6,10,7,7,6,1,9,1,8,1,1,2,6
7709,6,4,4,9,5,5,10,7,1,1,1,8,1,1,1,6
7710,7,7,4,8,4,8,8,4,1,1,2,6,1,1,2,7
7711,8,7,8,10,5,7,10,6,1,1,1,4,2,2,1,8
7712,5,7,8,9,10,7,10,6,1,1,1,6,1,1,3,7
7713,4,7,6,10,5,8,7,3,1,1,1,6,2,1,6,7
7714,5,9,8,10,10,9,8,9,1,1,1,9,1,1,1,6
7715,3,3,4,9,10,4,9,3,1,6,5,8,1,3,5,5
7716,3,10,7,4,10,6,7,6,1,6,1,6,1,1,5,8
7717,1,4,7,8,5,7,9,7,1,7,4,8,1,3,5,7
7718,9,10,10,10,10,9,7,6,1,8,1,9,1,3,1,6
7719,7,10,6,5,10,8,10,9,1,1,1,4,1,2,5,9
7720,5,8,7,9,10,9,5,9,1,1,1,1,1,1,1,9
7721,10,9,9,10,10,8,8,9,1,6,3,6,2,1,1,9
7722,10,10,9,10,10,9,6,7,1,1,1,8,2,3,1,6
7723,3,8,8,10,10,9,9,6,1,1,1,6,1,1,1,7
7724,10,8,6,8,10,8,8,7,1,7,1,8,1,1,3,6
7725,5,9,9,4,10,8,5,7,1,7,1,6,1,1,1,8
7726,9,6,8,10,10,7,10,8,1,10,1,3,1,2,2,9
7727,2,7,7,5,10,7,8,8,1,1,1,7,1,1,1,8
7728,7,8,10,10,10,8,10,5,1,6,5,6,1,3,2,7
7729,7,8,7,10,10,8,8,7,1,6,1,6,2,1,1,8
7730,10,10,10,10,5,10,10,9,1,1,1,6,2,1,1,8
7731,1,7,9,6,5,8,9,9,1,1,1,5,1,3,3,9
7732,7,7,6,9,10,8,9,4,1,9,1,3,1,1,1,7
7733,7,6,4,5,5,7,7,4,1,1,1,3,2,1,5,7
7734,3,10,10,10,10,9,8,6,1,1,6,8,2,1,1,7
7735,2,6,8,10,10,6,10,7,1,1,2,9,2,1,6,6
7736,1,7,8,10,10,7,10,9,1,9,1,6,1,1,1,8
7737,7,8,7,8,5,8,8,3,1,1,1,8,1,1,1,6
7738,2,4,6,6,5,3,4,7,1,1,1,3,1,1,1,8
7739,9,10,8,4,5,9,10,8,1,10,1,8,1,1,4,8
7740,3,3,3,10,10,7,8,5,1,6,1,7,2,1,5,7
7741,9,9,7,7,10,9,9,8,1,6,1,7,1,1,5,8
7742,8,10,9,10,10,9,8,8,1,3,1,4,1,1,7,9
7743,6,10,10,10,10,9,10,7,1,8,1,4,2,1,1,8
7744,9,8,5,10,5,8,9,7,1,9,1,8,2,3,5,7
7745,3,7,6,10,10,8,9,6,1,1,1,6,1,4,5,8
7746,9,7,7,10,10,10,10,7,1,4,3,6,1,1,4,7
7747,6,8,8,10,10,7,7,8,1,1,1,3,1,3,3,9
7748,5,9,8,10,10,9,10,6,1,10,7,9,1,1,4,7
7749,9,10,10,10,10,10,10,9,1,9,1,6,1,1,1,8
7750,7,10,7,10,10,9,9,8,1,10,8,7,1,1,1,7
7751,1,8,3,3,10,8,10,9,1,1,1,8,1,3,6,8
7752,10,10,10,10,10,9,9,4,1,1,1,6,1,2,3,7
7753,1,8,9,5,10,8,9,8,1,1,1,3,2,1,1,9
7754,5,10,10,7,10,9,4,8,1,1,4,8,1,1,1,7
7755,3,7,8,10,10,9,9,6,1,6,1,6,1,1,1,8
7756,9,10,8,10,5,9,10,7,1,8,1,6,1,1,1,8
7757,9,10,9,10,10,9,7,5,1,1,1,5,1,1,1,7
7758,2,6,5,7,10,8,9,3,1,1,1,8,1,1,1,4
7759,3,7,8,10,5,8,9,7,1,1,1,7,1,1,2,7
7760,4,7,10,10,10,8,9,9,1,1,1,5,1,1,2,8
7761,2,7,9,10,10,6,5,3,1,3,1,2,1,1,1,6
7762,1,3,7,10,5,3,9,3,1,8,1,8,1,1,1,6
7763,4,7,8,6,5,8,10,5,1,9,4,8,1,1,1,6
7764,8,9,9,10,10,10,10,7,1,10,6,7,1,1,5,7
7765,8,7,6,9,5,8,7,6,1,1,1,8,1,1,5,7
7766,5,7,8,9,10,6,8,4,1,1,1,8,1,6,2,6
7767,8,9,8,8,10,9,5,6,1,1,6,7,1,1,3,7
7768,2,9,10,10,10,8,10,8,1,10,1,4,1,1,3,9
7769,1,4,4,5,5,4,8,6,1,7,1,6,1,2,1,7
7770,9,10,10,9,10,9,8,4,1,1,7,7,1,2,1,6
7771,3,3,9,8,5,5,4,8,1,3,2,6,1,1,2,7
7772,1,7,8,9,5,9,5,4,1,1,1,6,1,1,5,7
7773,10,9,8,9,10,10,9,7,1,5,2,7,1,1,5,7
7774,2,7,9,10,10,7,9,6,1,9,1,8,1,1,3,7
7775,2,3,4,10,5,4,8,4,1,7,4,6,2,1,1,6
7776,8,10,10,10,10,10,3,7,1,1,1,6,1,2,1,8
7777,3,8,8,4,10,8,7,4,1,1,1,7,2,3,5,5
7778,1,2,3,4,5,5,8,7,1,4,1,4,1,1,1,8
7779,9,5,6,9,10,6,9,7,1,3,1,3,1,2,1,8
7780,5,7,8,10,10,8,8,8,1,1,1,4,1,3,1,9
7781,6,9,9,10,10,9,7,8,1,1,7,6,1,1,5,8
7782,10,9,8,10,10,9,10,8,1,10,1,6,2,3,2,9
7783,5,8,6,9,5,7,3,7,1,1,1,4,1,4,5,8
7784,1,6,7,10,10,8,10,9,1,8,1,6,1,1,1,9
7785,3,8,9,9,10,9,10,9,1,9,9,6,1,2,3,8
7786,8,7,7,6,10,8,7,3,1,8,1,9,2,1,3,5
7787,5,10,10,10,10,9,7,6,1,1,1,2,1,1,1,8
7788,8,10,10,7,5,9,10,6,1,6,1,7,1,1,1,7
7789,7,7,9,10,10,8,9,6,1,6,1,7,1,2,2,7
7790,10,10,10,10,10,10,5,9,1,1,1,2,1,1,5,9
7791,4,7,4,7,10,7,10,8,1,1,1,9,1,1,6,6
7792,9,7,8,10,10,8,8,9,1,7,1,5,1,3,1,9
7793,2,6,7,8,10,3,9,8,1,1,1,3,1,1,5,8
7794,10,10,9,6,5,8,9,6,1,10,1,5,1,1,1,7
7795,5,10,10,10,10,9,10,3,1,8,1,6,1,1,2,6
7796,8,7,6,10,5,8,9,8,1,1,1,3,1,1,6,9
7797,9,10,10,10,10,9,5,8,1,1,1,4,1,1,1,9
7798,5,7,8,10,5,6,8,4,1,6,1,8,1,1,1,7
7799,10,10,7,9,5,9,9,5,1,6,1,4,1,1,1,7
7800,8,9,10,6,10,9,10,6,1,9,1,6,1,7,1,9
7801,9,10,10,10,5,7,3,3,1,1,5,6,1,1,2,6
7802,2,9,10,7,10,8,5,3,1,3,1,7,1,1,2,6
7803,9,10,10,10,10,8,10,7,1,10,1,9,1,1,1,6
7804,5,9,10,10,5,8,8,9,1,1,1,4,2,1,1,9
7805,5,9,8,4,10,8,7,8,1,3,1,6,1,4,2,8
7806,5,4,6,4,10,7,10,7,1,8,1,3,1,1,1,8
7807,1,6,8,4,5,7,6,6,1,5,1,7,1,1,1,7
7808,10,10,10,10,10,9,5,2,1,7,1,8,1,4,1,4
7809,3,6,5,3,2,6,9,6,1,1,1,5,1,1,1,8
7810,2,8,7,9,5,8,5,4,1,6,5,6,1,7,5,7
7811,5,8,7,9,10,7,10,6,1,1,1,8,1,1,1,6
7812,5,8,7,8,10,9,10,8,1,9,1,6,1,1,1,8
7813,6,10,10,10,10,8,9,6,1,1,1,8,1,1,2,6
7814,2,4,6,10,10,8,9,7,1,1,1,6,1,1,1,8
7815,10,7,7,6,10,8,7,5,1,9,1,5,1,7,2,7
7816,10,10,10,10,5,9,9,4,1,1,1,4,1,3,5,7
7817,8,9,9,10,10,8,10,3,1,3,5,6,1,1,1,6
7818,8,10,10,10,10,9,5,7,1,7,1,3,1,1,1,8
7819,5,10,9,10,10,9,10,8,1,9,1,8,1,2,2,7
7820,1,10,10,10,10,6,10,8,1,1,1,8,1,1,1,6
7821,9,10,10,10,5,9,9,7,1,9,1,4,1,4,1,8
7822,1,5,10,7,5,8,10,6,1,6,1,6,1,1,4,8
7823,9,9,8,8,10,9,9,3,1,1,1,4,2,1,2,6
7824,5,9,8,9,2,8,9,7,1,1,1,2,1,1,2,8
7825,7,9,6,4,5,8,6,6,1,3,1,8,1,1,5,6
7826,10,10,8,4,5,9,9,6,1,1,1,4,1,1,1,8
7827,3,7,7,7,10,8,9,8,1,1,1,7,1,1,2,7
7828,1,6,8,8,3,8,8,3,1,6,1,4,1,3,5,7
7829,4,4,4,3,10,4,10,6,1,4,1,4,1,1,1,7
7830,4,7,9,9,10,7,7,8,1,6,1,4,1,1,1,9
7831,10,10,10,10,10,9,3,3,1,3,1,8,1,1,5,5
7832,5,6,7,10,10,7,9,4,1,8,1,8,1,3,2,6
7833,10,10,10,10,5,9,9,4,1,6,1,7,1,1,2,7
7834,9,8,8,10,5,8,4,6,1,1,1,4,1,1,3,8
7835,8,10,10,10,10,10,7,8,1,1,7,4,1,1,1,9
7836,3,6,5,10,10,8,10,3,1,7,6,8,1,1,2,5
7837,3,6,7,10,10,6,10,7,1,6,1,7,1,1,2,7
7838,2,7,8,10,10,7,9,6,1,7,3,4,1,3,1,8
7839,9,10,10,10,10,10,8,8,1,10,1,9,1,2,2,8
7840,2,7,9,9,10,8,10,6,1,10,1,6,1,1,5,8
7841,9,10,10,7,5,9,9,6,1,10,6,8,2,1,6,7
7842,2,7,6,6,5,8,10,8,1,10,3,7,1,2,1,8
7843,10,10,9,4,10,9,9,7,1,9,1,9,1,3,2,7
7844,1,7,7,7,5,8,10,6,1,8,1,8,1,6,2,7
7845,9,10,9,10,10,9,5,4,1,1,1,8,1,1,1,6
7846,2,4,6,10,10,7,10,6,1,6,1,4,1,1,5,8
7847,8,10,10,10,10,9,8,9,1,7,4,8,2,1,3,8
7848,1,9,10,10,5,9,8,7,1,1,1,6,1,2,1,8
7849,8,10,9,8,10,9,7,6,1,1,3,6,1,1,3,8
7850,1,6,6,7,5,8,6,3,1,7,5,5,1,4,3,7
7851,8,9,9,10,10,9,8,8,1,6,1,3,1,2,1,8
7852,3,9,10,7,10,9,5,6,1,1,1,7,1,1,3,6
7853,9,8,9,10,5,9,10,6,1,10,1,7,1,2,5,7
7854,8,7,8,9,10,9,10,8,1,9,1,7,1,1,1,7
7855,9,10,9,7,5,10,5,5,1,1,1,6,1,1,1,7
7856,3,10,10,10,10,8,10,7,1,5,1,2,1,1,5,8
7857,6,8,8,6,5,8,8,6,1,1,1,6,1,1,6,7
7858,5,3,3,4,5,4,8,7,1,7,1,6,1,3,3,8
7859,9,9,8,6,5,8,10,7,1,3,1,7,1,1,6,7
7860,5,10,8,10,5,9,7,8,1,6,1,6,2,4,3,9
7861,5,8,4,10,5,8,9,5,1,8,1,7,1,1,1,7
7862,9,10,10,10,10,10,1,2,1,1,1,9,1,1,1,3
7863,10,10,9,7,5,10,10,3,1,1,1,8,1,1,3,6
7864,5,6,7,8,5,6,7,7,1,8,1,9,1,2,1,7
7865,8,10,10,7,5,9,10,6,1,1,1,9,1,1,1,7
7866,9,10,10,10,10,10,4,6,1,1,1,4,1,1,3,8
7867,5,6,8,9,10,6,8,5,1,9,6,8,2,3,6,6
7868,8,7,7,7,10,9,8,8,1,7,1,5,1,7,3,9
7869,10,10,10,10,5,10,10,8,1,9,1,6,1,1,1,8
7870,5,10,10,10,10,9,8,6,1,1,1,8,1,1,1,7
7871,1,9,9,6,10,8,5,3,1,1,5,8,1,1,5,6
7872,9,10,10,10,10,9,10,7,1,9,1,8,3,1,4,7
7873,10,9,9,10,5,9,8,4,1,10,1,4,1,6,6,8
7874,5,8,8,10,5,8,7,6,1,1,1,6,1,3,5,7
7875,9,9,8,7,10,9,10,8,1,1,1,6,1,2,1,9
7876,2,4,4,8,10,7,8,6,1,7,1,6,1,2,2,7
7877,4,7,7,10,5,8,8,7,1,3,1,8,1,1,1,7
7878,8,10,9,10,10,9,4,5,1,1,5,8,1,1,1,6
7879,9,10,9,8,10,9,9,9,1,4,1,2,1,1,5,9
7880,5,10,10,10,10,10,10,8,1,1,1,5,1,1,1,8
7881,4,7,6,9,5,7,10,9,1,6,6,6,1,4,2,9
7882,8,10,10,10,2,10,8,7,1,1,1,9,1,1,2,6
7883,5,7,7,6,10,6,3,6,1,1,1,7,1,1,1,7
7884,7,10,10,10,5,9,9,7,1,9,1,7,1,1,1,8
7885,1,8,9,10,10,9,7,3,1,1,1,8,1,1,3,6
7886,7,9,6,4,10,9,3,8,1,1,1,6,1,1,2,7
7887,5,10,10,10,10,9,10,6,1,1,1,8,2,1,2,6
7888,3,7,9,8,10,6,9,6,1,4,1,6,1,1,5,8
7889,9,8,7,8,10,9,9,8,1,8,1,4,1,6,5,9
7890,1,4,3,2,5,7,8,8,1,6,1,4,2,1,5,8
7891,10,10,9,9,10,9,9,7,1,1,1,5,2,1,1,8
7892,8,10,10,10,10,9,5,6,1,1,3,8,1,1,1,6
7893,3,7,5,3,10,5,10,7,1,1,1,6,1,1,5,7
7894,10,10,10,10,10,10,9,6,1,6,1,7,1,1,1,7
7895,9,10,10,10,10,10,3,4,1,1,1,9,2,1,1,5
7896,10,8,8,10,5,7,5,6,1,7,2,7,1,2,2,7
7897,1,10,10,9,5,9,10,3,1,9,1,7,2,1,1,5
7898,5,10,10,10,10,9,9,7,1,1,3,7,1,1,1,7
7899,10,10,10,7,10,9,8,6,1,7,1,8,1,1,6,6
7900,7,9,6,10,10,9,5,6,1,1,1,3,1,3,6,7
7901,9,10,9,10,10,9,9,7,1,7,5,7,1,3,1,8
7902,1,6,7,10,10,7,10,8,1,1,1,3,1,3,5,9
7903,5,10,10,10,5,10,5,7,1,1,1,5,1,1,1,8
7904,9,10,10,10,10,10,10,9,1,8,9,7,1,1,1,7
7905,9,10,9,10,10,9,5,7,1,3,6,7,1,1,5,7
7906,2,8,9,10,5,8,9,6,1,1,1,8,1,1,5,7
7907,9,10,9,10,10,10,6,3,1,1,1,7,1,2,1,7
7908,9,10,10,10,10,9,5,3,1,1,3,8,1,1,1,6
7909,6,8,9,9,10,9,10,7,1,3,1,7,1,1,1,7
7910,8,9,7,10,10,8,10,2,1,1,1,8,1,1,1,5
7911,10,10,10,8,10,10,4,3,1,1,1,9,1,1,3,6
7912,5,9,7,6,5,9,9,8,1,6,5,8,1,2,4,7
7913,6,10,10,4,10,8,9,3,1,9,1,8,2,1,6,6
7914,5,10,10,10,10,10,10,8,1,9,1,3,1,1,6,9
7915,9,10,9,6,5,9,9,6,1,8,1,7,1,1,3,7
7916,10,10,10,10,10,10,3,8,1,1,1,6,1,2,5,8
7917,5,8,9,8,10,8,8,8,1,1,3,5,1,2,1,8
7918,5,3,3,2,5,7,9,4,1,8,1,7,1,1,2,6
7919,10,9,8,4,5,9,10,7,1,8,1,8,1,2,1,6
7920,3,8,8,6,10,8,9,6,1,1,1,8,1,1,1,6
7921,9,10,8,10,10,10,5,7,1,9,6,4,2,1,4,9
7922,1,4,7,3,10,3,8,5,1,3,1,7,1,2,2,7
7923,5,8,4,9,10,9,9,6,1,1,1,6,1,1,1,7
7924,3,10,10,10,10,8,10,9,1,6,2,9,1,2,1,6
7925,1,10,8,10,10,9,10,8,1,6,6,6,1,1,2,8
7926,4,8,8,9,10,8,7,8,1,1,1,8,1,3,1,8
7927,8,10,10,10,10,9,3,9,1,1,1,8,1,3,1,7
7928,5,8,6,10,10,8,10,6,1,9,6,7,2,2,1,7
7929,7,8,8,3,10,7,10,9,1,2,1,7,1,1,5,9
7930,3,4,6,10,10,7,9,3,1,9,6,8,1,2,3,6
7931,6,10,10,10,10,10,5,7,1,1,2,7,1,1,5,8
7932,5,10,10,10,5,10,4,6,1,1,1,3,1,1,2,8
7933,8,7,8,9,10,6,10,6,1,6,1,2,1,1,1,8
7934,5,7,8,9,5,7,10,7,1,7,1,6,1,3,2,8
7935,9,10,10,10,10,9,9,8,1,8,1,2,1,1,5,7
7936,8,8,9,10,10,8,9,3,1,7,1,8,1,1,2,5
7937,5,8,7,9,10,8,8,6,1,4,1,8,2,2,2,6
7938,4,7,9,6,10,7,9,8,1,1,1,6,1,1,5,7
7939,9,10,10,7,10,8,8,5,1,1,1,4,1,3,2,8
7940,8,10,10,8,10,9,10,4,1,1,7,8,1,2,2,6
7941,3,8,8,5,10,7,7,3,1,1,2,8,1,1,2,6
7942,9,10,10,10,10,10,10,7,1,9,1,8,1,1,1,6
7943,7,10,10,4,10,9,7,4,1,3,1,8,1,1,1,6
7944,5,10,7,10,5,10,8,8,1,1,1,6,1,1,1,8
7945,2,3,4,9,10,6,7,7,1,1,1,7,1,2,5,7
7946,9,10,10,10,10,10,7,8,1,1,1,6,1,1,1,8
7947,9,9,8,3,10,9,8,6,1,7,1,9,1,2,1,7
7948,8,10,10,10,10,9,7,8,1,1,1,8,1,1,1,7
7949,5,8,3,10,2,9,8,7,1,3,8,9,1,1,1,6
7950,3,3,7,10,5,4,9,8,1,1,1,3,1,1,4,8
7951,5,10,10,10,10,8,10,7,1,1,4,6,1,1,1,7
7952,10,10,8,8,10,10,4,3,1,1,1,9,1,2,1,4
7953,9,9,9,8,10,8,9,8,1,9,7,8,1,1,3,7
7954,3,6,7,8,10,8,9,6,1,1,1,6,1,3,5,8
7955,2,4,5,9,10,3,6,6,1,9,1,7,1,1,1,6
7956,7,9,8,3,5,8,8,7,1,7,6,8,1,1,2,7
7957,2,8,10,4,10,8,7,7,1,1,1,3,1,1,1,8
7958,9,10,8,10,10,10,5,7,1,7,7,7,1,3,1,7
7959,8,8,7,10,10,9,5,7,1,1,1,7,1,5,4,7
7960,5,8,8,10,10,8,8,7,1,1,1,8,1,6,4,6
7961,5,7,9,10,5,7,9,3,1,8,1,8,1,1,3,4
7962,5,6,7,10,10,8,8,8,1,1,1,6,1,4,1,8
7963,1,7,9,5,10,8,8,8,1,1,1,8,1,1,1,7
7964,6,7,7,4,6,8,9,4,1,3,1,6,1,4,5,7
7965,1,8,10,10,10,8,7,3,1,9,1,9,1,1,5,4
7966,1,3,3,10,10,3,10,8,1,1,1,8,1,2,1,6
7967,9,8,9,7,10,9,7,8,1,6,2,8,1,1,1,7
7968,5,8,8,10,10,9,10,9,1,9,1,7,1,1,1,8
7969,6,7,10,10,10,8,4,6,1,1,1,7,1,1,1,8
7970,8,10,10,10,10,10,10,8,1,10,6,7,1,1,1,8
7971,9,10,9,10,10,10,9,7,1,10,8,8,3,2,1,7
7972,1,3,4,9,5,3,3,3,1,1,1,6,2,1,2,6
7973,9,10,8,10,10,9,5,5,1,3,1,9,2,3,2,6
7974,9,8,8,7,5,8,10,7,1,10,1,6,1,2,1,7
7975,9,10,10,10,10,9,3,9,1,1,1,8,1,1,1,7
7976,9,8,9,4,10,8,10,7,1,1,1,6,1,1,1,8
7977,3,10,10,8,10,4,8,7,1,1,1,6,2,1,2,8
7978,9,10,10,10,10,10,9,4,1,1,2,8,1,1,2,7
7979,9,9,9,10,10,9,5,6,1,1,1,8,1,1,1,7
7980,5,6,6,5,5,8,10,4,1,7,5,8,1,4,2,6
7981,9,10,9,7,5,9,9,7,1,1,3,7,1,1,3,8
7982,2,6,7,9,5,8,7,7,1,9,5,8,1,3,2,7
7983,5,8,10,10,10,7,8,7,1,1,1,4,1,1,1,8
7984,7,8,9,10,5,8,9,6,1,9,4,4,1,2,3,8
7985,10,9,10,6,10,9,9,9,1,1,1,1,3,1,1,9
7986,9,10,10,9,5,10,10,9,1,6,1,6,1,2,1,9
7987,9,6,9,10,5,8,6,7,1,2,2,6,3,1,1,7
7988,5,7,8,10,10,8,10,9,1,1,1,3,1,4,5,9
7989,5,10,10,10,10,10,9,6,1,1,6,7,1,1,2,7
7990,8,9,9,10,10,8,9,4,1,3,1,9,1,1,1,5
7991,5,8,8,7,10,8,8,6,1,9,1,4,1,1,1,7
7992,10,9,9,10,5,9,3,7,1,1,1,6,1,1,1,8
7993,10,10,8,10,10,9,7,8,1,1,7,7,1,1,5,7
7994,3,9,9,10,10,8,10,4,1,3,1,9,1,1,4,6
7995,7,9,9,10,10,9,10,8,1,1,1,3,2,1,1,9
7996,6,7,6,10,10,7,9,3,1,10,1,8,1,1,5,5
7997,5,10,10,10,10,9,8,8,1,8,7,8,1,1,1,6
7998,5,9,10,2,5,8,8,5,1,7,1,6,1,1,5,7
7999,7,8,7,10,10,9,10,9,1,8,1,6,1,6,6,9
8000,9,10,9,10,10,9,9,8,1,8,1,8,2,1,5,8
8001,8,7,8,6,10,8,10,6,1,9,1,6,1,3,2,8
8002,8,9,10,10,10,9,10,6,1,10,1,6,1,2,1,8
8003,10,10,10,6,10,10,9,8,1,1,1,4,1,1,1,8
8004,2,8,8,10,10,7,2,6,1,1,1,6,1,4,4,7
8005,2,3,9,9,5,3,9,6,1,6,1,8,1,1,5,7
8006,8,9,8,3,10,9,9,8,1,7,6,8,1,1,1,7
8007,5,10,10,7,5,10,4,7,1,1,1,7,1,1,6,8
8008,2,3,6,3,5,4,5,3,1,8,3,6,1,2,4,7
8009,1,8,7,10,10,9,3,4,1,1,1,7,1,4,5,6
8010,8,8,4,2,5,8,8,4,1,1,1,6,1,1,2,6
8011,10,10,10,10,10,9,8,9,1,1,2,6,1,1,3,9
8012,1,6,9,3,10,6,5,6,1,1,1,9,2,2,1,6
8013,10,6,4,6,10,7,10,8,1,3,1,3,1,5,2,8
8014,9,8,8,10,10,8,9,8,1,6,1,4,1,1,1,9
8015,2,6,8,3,10,7,8,5,1,1,1,8,1,1,1,5
8016,10,10,7,9,10,8,9,6,1,9,1,8,1,1,1,5
8017,2,4,6,10,10,4,7,3,1,1,1,8,1,1,1,5
8018,2,10,8,7,10,8,3,8,1,1,1,6,1,1,5,8
8019,5,8,8,10,10,8,7,3,1,1,4,8,1,2,2,5
8020,3,8,4,4,10,6,5,5,1,3,1,9,1,1,5,6
8021,10,10,7,10,10,9,9,9,1,6,3,9,1,1,1,6
8022,6,8,10,7,10,8,8,4,1,8,5,8,1,3,1,7
8023,5,10,10,10,10,10,2,8,1,1,1,4,1,2,1,8
8024,8,10,10,7,10,8,10,7,1,9,1,8,1,1,1,6
8025,1,3,6,7,10,4,5,3,1,3,7,8,2,1,5,5
8026,1,6,8,4,5,6,10,8,1,1,1,7,1,1,5,8
8027,9,10,8,6,10,9,5,7,1,1,1,7,1,1,2,7
8028,9,8,7,6,10,8,9,8,1,3,1,4,1,1,2,8
8029,8,9,8,10,7,8,7,7,1,6,5,7,1,1,5,8
8030,3,10,10,6,10,8,9,7,1,4,5,8,1,1,1,7
8031,3,3,4,8,10,2,7,4,1,1,1,7,1,2,2,6
8032,5,10,10,7,10,8,7,4,1,1,7,9,1,1,5,5
8033,9,10,10,10,10,10,8,9,1,1,1,9,1,1,1,7
8034,5,8,10,10,5,8,10,5,1,8,1,4,1,1,5,7
8035,1,7,10,9,5,8,9,6,1,6,1,6,1,1,5,8
8036,8,10,10,10,10,9,10,8,1,9,1,4,1,1,1,8
8037,8,10,9,10,10,8,9,7,1,1,1,8,1,6,2,7
8038,5,8,10,10,10,8,8,9,1,6,4,8,1,1,3,8
8039,10,10,9,8,10,10,9,9,1,1,1,7,1,4,1,8
8040,1,5,8,4,5,6,7,7,1,1,1,8,1,1,2,8
8041,10,8,6,9,10,8,7,6,1,1,1,4,1,2,3,8
8042,1,3,3,9,10,6,9,4,1,3,1,5,1,1,1,6
