NberID,Modal Verb Strength,Hedging Frequency & Type,Qualifier Density,Acknowledgement of Limitations,Caution-Signaling Connectors,Assertiveness & Voice,Active/Passive Voice Ratio,Sentence Length & Directness,Imperative-Form Occurrence,Pronoun Commitment,Novelty-Claim Strength,Jargon/Technicality Density,Emotional Valence,Evidence & Citation Usage,Practical/Impact Orientation,llm_readability
w19369,1,4,3,5,10,7,9,3,1,3,1,7,1,1,1,6
w19373,8,7,6,4,10,9,8,3,1,9,5,8,1,2,6,6
w1938,5,7,8,10,10,6,8,8,1,1,1,5,1,3,2,8
w19381,1,7,6,10,10,7,7,6,1,6,5,8,1,1,3,7
w19393,9,7,6,10,10,8,9,4,1,10,1,7,1,5,6,7
w19396,9,9,7,9,7,9,9,4,1,2,3,5,1,6,5,7
w19398,9,9,10,10,10,10,9,8,1,6,1,2,1,5,3,9
w19399,8,10,8,4,5,8,9,4,1,10,1,8,1,1,6,6
w19423,8,9,8,10,10,9,10,8,1,8,2,6,1,6,3,8
w19424,3,8,6,10,10,8,10,8,1,6,1,3,1,7,8,9
w1943,10,8,7,10,10,8,7,8,1,6,1,6,1,1,1,8
w19430,8,7,7,9,10,8,9,7,1,10,2,6,1,2,6,8
w19441,8,8,7,6,5,9,9,4,1,9,7,7,1,8,5,7
w19456,10,7,8,10,5,8,10,4,1,8,2,8,1,1,2,6
w19458,9,9,8,9,5,9,10,8,1,10,5,7,1,9,2,9
w19484,8,7,8,7,5,8,10,6,1,10,2,7,1,9,7,8
w1949,9,6,7,8,5,8,3,3,1,1,2,4,1,1,2,6
w1952,8,7,8,10,10,8,8,6,1,1,1,6,1,1,4,8
w19541,8,8,8,10,5,9,8,4,1,1,1,9,1,1,1,5
w19601,7,10,10,10,5,9,10,6,1,9,2,6,1,1,7,8
w19613,5,8,8,10,5,8,8,8,1,10,1,7,1,1,1,8
w19617,4,10,9,10,6,9,9,3,1,10,3,9,1,2,4,5
w19628,5,6,6,8,10,7,7,4,1,7,5,7,2,2,1,7
w1963,8,8,9,10,10,8,7,6,1,9,1,7,1,3,5,7
w19689,8,7,8,6,5,6,6,7,1,9,5,7,1,2,7,8
w1969,10,10,7,10,10,9,5,6,1,1,3,7,1,1,1,8
w19726,5,10,8,10,5,8,10,7,1,7,1,6,1,1,2,8
w19736,10,10,10,8,10,10,10,9,1,1,1,6,1,5,5,8
w19768,6,6,6,9,5,8,9,6,1,9,1,5,1,1,5,8
w19795,8,10,8,10,10,9,10,6,1,9,1,3,1,7,6,8
w1980,8,10,7,6,10,9,8,6,1,8,1,8,1,1,5,7
w19803,9,9,9,7,5,8,7,8,1,7,1,6,1,2,4,8
w19808,2,7,8,9,10,6,10,7,1,10,1,6,1,3,4,8
w1981,8,8,8,8,10,8,8,4,1,6,1,9,1,3,1,4
w19810,1,6,7,9,10,6,8,6,1,6,5,8,1,1,1,6
w19813,8,9,9,7,5,8,9,3,1,10,1,9,1,6,5,6
w19816,5,3,4,4,5,4,10,4,1,9,1,6,1,1,5,7
w19823,8,8,8,9,10,10,10,9,1,3,1,6,1,7,2,9
w19826,5,3,7,3,5,3,10,8,1,4,1,4,1,1,1,8
w19829,3,8,10,10,10,8,9,8,1,1,1,6,1,6,1,8
w19830,3,2,3,3,5,3,10,6,1,1,1,4,1,2,3,8
w19837,5,3,3,3,5,4,9,6,1,3,1,6,1,1,1,7
w19843,7,10,8,4,5,9,9,8,1,9,1,7,1,7,2,9
w19844,8,10,10,10,5,9,10,8,1,10,6,7,1,1,2,9
w1985,2,3,4,5,5,6,9,6,1,7,1,7,1,1,4,8
w19851,9,7,8,9,5,8,9,4,1,7,1,6,2,1,6,7
w19854,8,10,9,10,10,9,9,4,1,9,6,7,1,1,3,6
w19864,5,10,8,10,5,9,10,8,1,3,1,2,1,2,1,9
w19900,1,9,10,10,10,8,10,7,1,9,6,8,2,1,1,7
w19901,8,8,7,7,5,8,8,3,1,7,1,4,1,2,3,6
w19909,5,6,7,10,10,6,10,7,1,6,1,3,1,1,5,8
w19934,8,10,8,7,10,9,10,9,1,1,1,3,1,6,6,9
w20061,5,7,6,10,10,8,10,3,1,9,1,8,1,3,1,6
w2009,9,4,4,10,10,7,8,7,1,1,1,6,2,1,2,8
w20109,2,8,9,10,10,8,10,8,1,8,1,8,1,1,2,8
w2012,4,4,3,2,5,6,5,3,1,6,4,7,2,3,1,5
w20133,10,9,9,10,10,9,9,6,1,10,2,7,1,4,6,7
w2015,7,7,7,10,10,8,7,3,1,8,4,7,1,2,2,6
w20164,2,6,7,8,5,7,8,6,1,10,1,6,1,4,5,8
w2017,2,6,9,9,10,6,10,6,1,9,1,6,1,1,2,6
w20171,8,10,10,8,10,10,8,3,1,10,1,4,1,2,5,7
w20172,2,4,5,3,5,7,9,5,1,9,1,6,1,7,3,8
w20175,9,8,8,10,10,9,8,4,1,10,1,9,1,4,2,5
w2019,9,10,10,10,5,10,9,9,1,1,1,3,1,1,1,9
w20215,5,6,7,5,5,8,9,7,1,10,6,3,2,1,7,8
w20243,6,7,7,10,10,6,8,8,1,3,1,6,2,7,8,9
w20354,8,10,10,10,10,9,10,6,1,9,5,8,1,3,5,7
w2040,2,9,9,10,10,8,3,6,1,1,5,8,1,1,2,7
w20416,3,8,8,5,5,9,10,7,1,10,1,7,1,1,3,7
w20419,10,10,10,10,10,9,7,7,1,9,1,4,1,1,5,8
w20457,7,9,10,10,10,9,10,3,1,6,1,8,1,4,1,6
w2046,1,6,8,10,10,4,5,7,1,1,1,8,1,1,5,6
w2047,4,4,6,3,10,5,8,4,1,1,1,8,1,2,2,6
w20486,2,3,3,7,5,6,8,3,1,8,1,7,2,1,5,6
w20520,9,10,10,10,10,9,10,9,1,10,5,6,1,8,5,9
w2059,7,6,6,3,5,7,8,4,1,9,1,7,1,7,3,6
w2062,9,10,9,2,5,9,9,3,1,1,3,8,1,2,4,5
w20653,5,7,6,9,10,6,8,8,1,1,1,6,1,7,5,9
w2067,1,6,7,10,10,3,4,7,1,1,1,9,1,2,1,6
w2068,3,8,7,10,10,7,9,4,1,1,7,6,1,1,5,7
w20691,1,10,10,3,5,8,10,6,1,6,4,8,1,1,2,6
w20741,8,10,10,6,10,8,9,3,1,10,8,9,1,1,3,4
w20767,8,9,8,6,10,9,10,6,1,9,6,9,1,6,7,7
w20784,9,8,10,10,3,8,9,9,1,1,1,4,1,4,5,9
w20812,3,10,7,10,10,9,9,8,1,7,1,8,1,3,1,7
w20836,9,10,10,10,10,9,5,9,1,1,1,6,1,1,1,8
w2086,8,8,8,9,10,9,8,6,1,9,1,7,1,1,5,7
w20861,9,7,8,10,10,9,8,5,1,8,1,4,1,6,5,7
w20866,3,6,7,8,10,8,8,4,1,8,1,4,2,6,5,7
w20868,10,8,9,10,10,9,10,8,1,8,6,6,1,1,3,8
w20869,5,10,8,10,10,10,10,7,1,10,6,8,1,6,1,8
w20875,9,10,10,10,10,10,10,7,1,4,1,6,2,1,2,8
w2088,3,4,7,10,5,6,8,6,1,3,1,6,2,1,5,7
w20885,9,8,8,10,10,8,10,9,1,9,1,3,1,1,1,9
w20890,6,4,7,6,5,6,9,9,1,10,1,2,2,5,5,9
w20891,8,8,7,10,10,8,10,8,1,3,1,6,1,1,1,9
w20928,4,8,7,6,5,7,10,6,1,9,2,6,1,1,8,8
w20932,5,6,8,10,10,6,10,6,1,10,1,4,1,5,4,8
w2095,7,10,10,10,5,9,4,8,1,6,1,2,1,1,1,9
w20967,8,10,10,4,10,9,8,7,1,1,1,2,1,1,2,8
w20969,8,10,10,10,10,10,9,8,1,10,1,3,1,2,5,9
w21052,9,8,7,10,10,9,9,4,1,9,1,6,1,4,1,6
w21085,8,9,7,6,5,9,8,6,1,10,1,3,1,3,2,8
w2112,1,4,6,4,5,6,7,6,1,3,1,7,1,1,2,8
w21168,8,10,10,10,5,10,10,7,1,4,1,7,1,1,4,8
w2124,9,10,10,10,10,9,9,9,1,9,1,4,1,1,1,9
w2137,9,9,8,9,10,9,5,6,1,1,1,7,1,6,2,7
w2139,5,7,6,4,10,6,6,3,1,1,1,8,1,2,2,5
w2148,9,10,10,10,10,9,7,8,1,4,1,6,1,2,1,9
w2159,9,9,8,10,10,8,10,8,1,9,1,8,1,1,3,7
w2170,8,8,8,8,5,8,4,4,1,3,8,8,2,2,5,4
w2171,3,9,8,10,6,7,10,7,1,1,1,8,1,1,6,8
w2173,5,3,7,8,10,4,8,6,1,9,1,7,1,5,5,8
w2201,1,9,10,10,5,8,9,9,1,6,2,7,1,1,2,8
w2209,9,9,8,7,10,9,8,4,1,9,1,9,1,1,1,5
w2217,9,8,7,10,5,8,5,4,1,1,1,8,1,4,2,6
w2229,3,8,8,10,5,8,10,6,1,9,1,7,1,2,1,7
w2233,3,8,8,10,5,7,3,6,1,1,6,7,1,1,1,7
w2248,1,8,8,10,10,9,6,4,1,1,1,5,1,1,1,6
w2279,8,8,10,10,7,8,10,6,1,8,1,6,1,3,4,8
w2280,7,5,3,2,10,6,5,5,1,1,1,3,1,3,4,7
w2297,10,7,7,3,10,9,2,3,1,1,1,8,1,1,3,6
w2311,9,10,10,10,10,9,5,9,1,1,3,8,1,1,1,8
w2316,9,10,10,10,10,10,10,3,1,2,1,9,1,1,2,5
w2318,6,6,7,7,10,8,10,3,1,9,1,8,1,2,6,6
w2327,1,3,10,10,10,4,10,7,1,1,1,8,1,1,1,7
w2360,3,4,6,8,10,6,9,3,1,9,1,7,2,2,1,6
w2369,9,9,10,9,5,9,3,4,1,3,1,7,1,1,2,6
w2374,4,6,7,6,5,6,7,5,1,6,3,6,1,1,3,7
w2377,9,10,10,10,10,9,10,7,1,7,1,7,1,2,2,8
w2395,6,7,8,9,10,8,8,4,1,6,5,8,2,6,6,5
w2403,5,9,8,10,10,8,8,3,1,1,3,9,1,1,1,5
w2413,3,3,8,3,10,6,7,3,1,7,1,8,1,1,3,4
w2420,9,8,7,10,10,8,9,6,1,9,1,8,1,1,1,7
w2425,1,9,10,10,10,6,9,6,1,8,1,8,1,1,1,6
w2428,8,8,8,8,10,9,7,6,1,1,10,7,2,1,5,7
w2440,5,10,3,10,10,9,10,6,1,1,1,5,1,1,1,8
w2451,5,8,8,4,10,6,5,3,1,6,5,7,1,1,6,5
w2462,1,6,7,2,5,8,5,3,1,3,3,8,3,3,2,5
w2467,5,8,10,10,10,8,4,6,1,1,1,8,1,1,2,6
w2468,8,3,3,4,10,8,9,5,1,8,1,6,1,1,2,7
w2472,8,10,10,10,5,9,9,7,1,1,6,7,1,1,2,7
w2481,5,9,9,6,10,9,9,6,1,1,2,6,1,1,1,8
w2494,1,7,8,10,10,8,10,6,1,7,4,7,1,1,3,7
w2506,8,6,6,3,5,6,4,7,1,3,1,6,1,7,2,8
w2514,9,10,6,7,10,8,9,3,1,1,1,8,1,1,1,5
w2533,3,6,6,7,10,8,6,3,1,1,1,8,2,1,2,5
w2540,10,10,10,10,10,9,10,3,1,9,1,8,1,1,2,6
w2542,2,3,8,10,10,6,10,4,1,10,1,4,1,1,3,6
w2545,2,7,8,6,10,8,9,4,1,8,2,8,1,5,5,5
w2546,9,10,10,10,5,9,5,8,1,1,1,6,1,1,2,9
w2547,5,9,9,10,10,9,9,7,1,1,5,8,1,1,1,7
w2548,9,9,8,6,10,9,7,7,1,1,6,7,1,1,1,7
w2550,9,8,8,9,5,9,2,7,1,1,1,3,1,1,2,8
w2561,5,7,7,10,10,6,10,8,1,7,1,7,1,1,1,6
w2572,9,10,10,10,9,9,9,7,1,1,1,6,1,2,5,8
w2588,3,8,10,4,5,8,6,4,1,3,5,9,1,1,5,6
w2591,8,7,5,4,10,8,10,3,1,9,3,8,1,2,1,5
w2594,2,3,4,8,10,7,8,4,1,9,6,7,1,2,3,6
w2609,8,9,9,8,10,9,7,6,1,7,5,8,1,2,1,6
w2613,3,4,4,6,5,8,10,3,1,9,1,8,2,1,1,3
w2623,10,10,9,8,5,10,5,5,1,1,1,6,1,1,3,7
w2627,9,8,8,10,10,9,10,8,1,8,1,6,1,3,1,8
w2630,5,7,7,9,10,8,6,7,1,3,1,4,1,3,4,8
w2638,1,3,4,3,10,5,7,4,1,7,1,3,1,2,5,7
w2639,9,10,9,10,10,9,5,3,1,1,1,3,1,3,1,6
w2642,5,10,10,6,10,6,8,4,1,3,1,7,1,1,1,5
w2649,10,6,6,8,10,8,10,4,1,10,1,4,1,6,2,7
w2666,5,4,3,6,10,8,9,6,1,9,1,5,1,1,2,7
w2674,9,9,6,10,6,9,7,7,1,1,7,7,1,1,1,7
w2679,5,10,10,10,10,9,5,8,1,1,1,7,1,1,1,8
w2680,9,9,8,10,10,10,5,8,1,1,1,7,1,1,2,7
w2686,2,8,6,8,10,8,8,7,1,1,1,4,1,2,6,9
w2688,10,10,10,10,10,10,10,4,1,9,6,7,1,1,1,7
w2700,6,8,9,3,5,8,8,8,1,9,1,6,2,5,2,8
w2708,3,8,7,8,10,8,10,3,1,8,1,6,1,2,3,6
w2709,9,8,6,4,10,8,10,7,1,4,1,6,1,1,2,8
w2718,5,10,7,10,10,9,3,2,1,1,1,9,1,2,5,4
w2730,3,4,4,8,10,6,8,3,1,1,1,7,1,2,2,6
w2737,1,7,7,3,5,8,7,4,1,9,1,6,1,4,1,7
w2746,9,10,10,10,10,9,10,4,1,9,9,8,1,1,1,6
w2756,10,10,10,10,10,9,10,7,1,1,1,6,1,1,1,7
w2759,7,6,6,10,5,7,10,8,1,1,1,7,1,1,3,8
w2762,3,4,4,6,10,7,8,3,1,8,1,8,1,3,1,6
w2768,5,9,8,10,5,8,9,6,1,1,6,8,1,1,2,7
w2771,3,8,10,9,10,9,10,8,1,1,1,4,1,1,4,8
w2784,2,3,4,3,5,5,7,4,1,7,1,6,1,4,2,7
w2792,9,9,9,10,6,10,10,3,1,1,6,7,1,2,5,7
w2809,9,10,10,10,10,9,10,6,1,10,1,8,1,1,5,7
w2816,9,9,8,10,10,9,10,9,1,1,1,6,1,7,2,9
w2840,7,9,10,4,5,8,9,4,1,1,1,6,1,1,3,6
w2848,8,10,10,10,10,9,2,3,1,1,6,9,1,1,2,4
w2850,9,7,8,3,10,9,10,6,1,7,1,6,1,1,6,7
w2852,2,7,8,9,10,9,9,2,1,1,1,7,1,5,7,4
w2854,8,10,10,10,10,9,10,9,1,9,6,5,3,1,5,8
w2870,8,8,9,10,10,8,10,6,1,10,1,3,1,1,1,8
w2871,9,8,8,6,10,9,10,7,1,9,6,6,1,6,1,8
w2891,8,7,7,9,10,8,9,4,1,7,5,8,1,6,6,7
w2898,5,7,8,6,5,7,10,8,1,4,1,4,1,6,1,8
w2914,8,8,8,6,10,8,9,6,1,8,1,6,1,1,1,8
w2942,2,9,8,10,10,8,10,7,1,4,6,5,1,3,2,8
w2971,5,9,6,10,5,9,9,8,1,1,1,7,1,1,1,8
w2983,1,3,3,10,10,6,8,4,1,2,1,6,2,2,5,7
w2984,2,7,7,8,10,7,4,6,1,1,4,9,1,2,4,6
w2988,9,9,6,10,10,9,9,5,1,8,6,7,2,4,2,6
w2992,5,3,3,3,5,4,8,7,1,1,1,6,1,1,1,7
w2995,7,8,8,6,5,8,8,3,1,9,1,7,2,1,3,6
w3046,10,7,8,9,5,8,9,5,1,8,6,6,1,2,4,7
w3051,2,10,8,9,5,9,10,8,1,9,1,4,2,2,1,8
w3053,10,10,9,10,10,10,9,4,1,8,1,6,1,1,2,6
w3058,8,10,10,10,10,10,8,8,1,1,1,7,1,1,2,7
w3059,9,8,8,6,5,7,9,6,1,3,1,7,1,1,2,8
w3062,9,9,9,8,5,9,6,3,1,1,1,4,1,1,2,6
w3079,3,4,8,10,10,6,9,8,1,6,1,6,2,4,1,9
w3091,1,7,8,10,10,8,9,6,1,3,1,7,1,1,1,7
w3105,3,8,9,9,5,8,7,8,1,6,1,8,2,2,5,7
w3108,3,10,8,10,5,9,10,4,1,8,1,8,1,1,5,6
w3109,5,9,8,10,10,9,5,6,1,1,3,7,1,1,1,8
w3120,2,3,3,4,5,5,5,6,1,1,1,7,1,4,5,7
w3147,5,7,8,7,10,8,7,8,1,1,1,7,1,1,1,7
w3165,5,8,8,10,5,9,9,8,1,9,7,9,1,1,5,7
w3174,8,9,9,10,10,9,6,4,1,1,1,8,1,2,2,6
w3185,7,7,8,6,5,8,8,3,1,7,5,9,2,3,2,6
w3188,2,6,6,9,5,7,3,3,1,1,1,7,1,6,1,6
w3189,5,8,8,10,10,9,6,6,1,1,6,8,1,1,1,6
w3190,5,8,7,4,5,8,9,7,1,8,1,7,1,3,1,6
w3196,7,8,7,4,5,8,6,3,1,1,1,9,1,1,3,5
w3199,9,9,9,4,6,9,3,3,1,2,1,6,1,6,2,7
w3201,4,8,8,10,10,8,7,5,1,8,1,7,1,1,4,7
w3203,5,8,6,10,10,8,7,7,1,1,1,2,1,7,2,8
w3206,5,8,7,10,10,9,10,4,1,10,1,8,1,4,3,7
w3210,10,10,10,10,10,10,4,3,1,1,1,8,1,1,3,6
w3220,8,7,7,3,5,8,5,3,1,1,1,8,1,1,3,6
w3223,1,7,7,10,10,8,10,3,1,1,6,8,1,1,4,6
w3227,9,8,8,10,10,9,10,8,1,9,1,6,1,6,6,9
w3241,9,10,8,10,10,9,3,7,1,4,6,7,1,1,5,7
w3268,5,8,10,10,10,8,3,3,1,1,1,7,1,7,6,6
w3269,4,5,8,9,10,7,9,3,1,9,7,5,1,1,4,6
w3275,9,10,9,4,10,10,9,6,1,1,2,8,1,1,1,7
w3294,3,6,5,4,10,7,9,4,1,6,1,6,1,4,3,7
w3322,8,10,9,10,10,9,10,8,1,6,1,6,1,8,1,8
w3324,10,10,10,7,10,10,8,7,1,9,5,9,1,1,1,6
w3325,5,9,10,4,10,7,9,4,1,2,1,8,2,1,3,6
w3326,8,10,10,10,10,10,8,6,1,7,1,8,1,1,1,5
w3334,8,7,8,9,10,8,9,9,1,1,1,3,1,6,2,9
w3338,1,7,9,4,10,7,9,4,1,9,1,8,2,2,5,6
w3339,4,7,7,8,8,8,5,3,1,8,5,9,1,1,2,6
w3344,5,5,6,7,5,7,9,4,1,9,2,7,1,1,2,6
w3357,8,7,5,9,5,8,6,6,1,9,1,8,1,1,1,4
w3358,5,8,9,9,5,7,8,3,1,9,1,6,1,6,1,6
w3370,9,6,6,9,10,6,10,6,1,8,5,5,1,2,5,8
w3383,1,8,7,3,5,8,8,3,1,1,6,8,2,1,2,6
w3392,9,8,8,10,10,9,8,4,1,3,1,9,1,2,5,6
w3398,9,9,5,10,10,9,9,6,1,1,3,7,2,4,4,7
w3399,3,10,8,6,5,6,8,7,1,7,1,6,1,1,3,7
w3413,9,10,9,9,10,9,1,7,1,1,3,8,1,1,2,7
w3414,9,9,9,10,10,9,10,3,1,7,6,7,1,1,1,2
w3417,3,7,6,9,5,8,9,7,1,3,1,6,1,1,1,8
w3419,6,7,6,4,5,7,9,3,1,8,1,8,1,3,1,6
w3427,2,6,7,9,5,8,10,6,1,3,1,8,1,1,5,7
w3437,2,2,3,3,10,3,8,3,1,6,1,3,1,6,2,6
w3453,2,3,3,10,5,5,5,4,1,3,1,2,1,1,1,7
w3462,8,8,8,9,5,9,8,8,1,6,1,2,2,4,1,9
w3477,2,7,7,4,10,6,9,7,1,6,1,3,2,3,6,7
w3482,8,10,10,10,10,9,8,7,1,1,1,8,1,1,1,7
w3491,10,8,6,9,5,9,4,6,1,1,7,7,1,3,1,7
w3494,8,8,9,10,10,8,9,8,1,2,1,7,2,6,3,8
w3503,2,7,8,4,5,8,9,3,1,9,1,8,1,3,2,6
w3505,9,10,8,10,10,9,10,4,1,7,1,7,1,4,6,7
w3515,9,7,8,8,10,8,8,7,1,6,1,4,1,5,3,8
w3528,1,10,10,10,10,2,8,8,1,3,1,6,1,1,2,8
w3530,8,8,8,9,5,9,10,6,1,3,1,6,1,2,5,8
w3541,9,10,7,6,10,9,10,7,1,1,1,6,2,4,1,8
w3552,9,8,8,10,10,8,10,8,1,5,1,6,1,1,2,8
w3556,8,9,8,7,10,9,9,6,1,7,2,7,1,3,1,7
w3566,5,4,4,4,5,6,8,4,1,6,1,8,1,2,1,6
w3567,9,9,9,10,10,9,5,6,1,6,4,8,2,2,5,7
w3572,5,4,4,10,10,6,9,6,1,6,1,8,2,3,4,7
w3577,8,10,9,4,5,8,10,2,1,3,1,8,1,1,1,4
w3599,3,7,8,9,10,8,9,6,1,10,1,7,1,5,2,7
w3604,5,10,10,10,10,8,5,7,1,1,1,5,1,1,1,8
w3605,8,10,10,6,5,9,6,3,1,1,6,7,1,2,3,6
w3610,1,9,8,3,5,9,6,6,1,9,1,6,1,1,5,7
w3635,5,8,8,6,5,8,9,7,1,10,1,8,1,1,1,7
w3668,9,9,10,10,10,9,9,7,1,9,1,8,1,1,3,7
w3695,1,7,7,5,10,7,7,4,1,7,1,8,1,4,5,7
w3701,8,7,8,10,5,8,7,3,1,3,4,7,1,1,1,6
w3706,1,7,7,9,10,8,8,4,1,1,1,4,1,1,2,7
w3712,8,9,9,10,5,8,7,4,1,1,2,6,1,1,1,7
w3713,9,8,7,10,10,9,5,8,1,3,1,6,2,6,2,8
w3728,5,10,10,10,10,10,10,7,1,9,7,6,1,1,1,8
w3734,8,10,10,10,10,10,10,2,1,10,1,8,1,1,5,6
w3735,3,4,4,7,5,6,10,3,1,3,4,8,2,1,1,6
w3748,5,10,10,10,10,9,10,5,1,9,7,8,1,1,1,6
w3751,1,6,7,9,5,7,8,3,1,1,3,7,1,3,3,6
w3753,10,9,7,4,5,9,8,3,1,10,6,8,1,1,6,6
w3764,1,7,8,10,5,7,9,4,1,9,6,7,1,2,2,6
w3778,9,10,10,10,10,10,10,6,1,3,1,3,1,1,1,7
w3785,3,6,6,8,10,7,10,8,1,7,1,5,1,3,2,8
w3787,1,6,8,10,10,8,10,6,1,7,2,4,1,6,1,8
w3788,9,9,10,10,10,9,10,9,1,6,1,7,1,2,1,9
w3792,1,9,10,10,10,8,10,6,1,3,1,6,1,2,2,7
w3808,3,8,10,5,10,8,9,6,1,9,1,8,1,6,4,7
w3814,3,9,9,6,5,4,7,3,1,6,1,8,2,3,2,6
w3817,7,9,8,8,5,8,9,6,1,9,1,6,2,4,1,8
w3822,10,10,10,10,10,10,2,3,1,4,3,7,1,1,6,6
w3834,2,9,8,7,5,7,7,8,1,9,1,8,1,3,1,8
w3844,1,8,9,10,10,8,9,7,1,6,4,8,1,1,2,6
w3851,3,8,10,10,10,3,9,2,1,1,1,8,1,1,5,4
w3854,5,8,8,10,10,8,9,7,1,1,2,7,1,1,1,7
w3858,2,4,4,9,10,3,8,7,1,1,1,3,1,6,4,8
w3886,2,2,2,8,5,3,10,5,1,3,2,4,1,1,1,7
w3892,5,6,7,8,10,8,10,7,1,10,1,7,1,1,5,8
w3906,10,10,10,10,10,10,10,6,3,8,1,6,1,1,2,7
w3912,9,10,10,7,5,9,10,7,1,10,1,6,1,1,2,7
w3922,8,6,7,10,5,7,4,6,1,4,1,7,1,2,1,8
w3927,2,6,8,10,10,4,8,8,1,1,1,6,1,1,1,9
w3936,10,10,10,10,10,10,10,5,1,1,7,6,1,2,2,7
w3942,1,7,7,8,5,8,9,6,1,3,1,7,1,3,2,8
w3971,2,4,4,9,5,4,5,3,1,1,5,7,1,3,2,5
w3977,1,10,9,8,5,9,9,3,1,9,3,8,1,1,2,6
w3981,8,10,10,4,3,8,9,4,1,9,4,6,1,1,5,6
w3986,9,8,7,7,10,9,9,6,1,9,1,9,1,1,3,6
w3989,5,10,10,10,10,10,4,7,1,1,6,9,1,1,1,6
w3993,9,8,7,10,10,9,9,7,1,9,1,6,1,1,1,7
w3995,5,4,4,2,10,5,7,3,1,1,1,6,1,1,1,6
w4005,3,7,7,9,10,6,8,8,1,1,1,6,1,3,1,9
w4013,8,7,8,9,5,8,9,7,1,1,1,3,2,2,1,8
w4015,6,6,8,10,10,7,9,4,1,9,1,6,1,1,4,7
w4021,8,6,7,4,5,9,8,3,1,1,7,6,2,1,5,7
w4025,9,9,8,10,10,9,8,9,1,1,3,7,1,1,2,7
w4032,10,8,8,10,10,9,9,6,1,1,1,7,2,6,6,7
w4041,9,10,10,10,10,10,10,6,1,9,1,3,1,3,4,8
w4063,10,7,8,9,10,8,9,7,1,3,3,6,1,1,2,8
w4065,9,10,9,10,5,9,9,9,1,1,1,3,1,1,1,9
w4081,8,10,10,10,10,9,6,6,1,1,1,8,1,1,2,6
w4090,2,7,7,9,10,8,10,3,1,9,1,7,2,2,2,6
w4093,2,8,6,4,10,7,7,3,1,1,1,8,1,3,3,6
w4100,1,8,8,10,6,8,9,4,1,7,1,6,2,2,3,7
w4105,2,8,10,10,5,7,9,8,1,1,3,6,2,1,1,9
w4118,7,6,7,9,6,4,8,7,1,1,1,4,1,4,2,9
w4121,1,3,3,10,8,2,2,7,1,1,1,3,1,1,3,7
w4138,1,3,6,8,5,6,9,8,1,9,1,5,1,6,2,8
w4143,8,10,10,10,10,8,8,9,1,1,2,7,1,6,1,9
w4149,1,7,8,9,10,8,8,4,1,10,4,6,1,1,5,6
w4157,4,6,6,5,5,8,8,3,1,9,1,5,1,3,5,6
w4158,5,10,10,7,10,10,10,8,1,9,1,5,1,1,6,8
w4163,9,9,8,5,5,9,6,5,1,8,1,7,1,1,6,7
w4168,8,9,9,10,10,8,10,7,1,7,6,7,1,1,3,8
w4178,8,7,8,9,5,7,5,4,1,1,4,6,1,2,1,6
w4185,7,8,9,10,10,7,3,6,1,1,1,6,1,1,4,8
w4193,9,8,7,10,10,8,10,7,1,1,1,6,1,1,1,7
w4195,8,7,8,10,5,8,9,4,1,3,1,7,1,6,3,7
w4202,2,8,9,10,5,8,8,3,1,9,3,7,1,4,2,6
w4206,2,8,7,4,5,8,6,3,1,3,1,8,1,2,1,6
w4211,3,4,6,10,5,6,8,7,1,7,1,5,1,1,3,8
w4222,5,7,8,9,10,8,9,8,1,1,1,8,1,6,1,7
w4242,5,8,6,10,6,9,10,4,1,10,1,8,1,1,1,5
w4244,7,8,8,8,6,8,10,6,1,9,6,6,1,1,1,7
w4249,9,10,9,10,5,9,9,6,1,9,1,8,1,2,1,7
w4255,3,6,6,10,5,7,10,6,1,3,1,5,1,6,1,8
w4256,1,3,5,10,10,2,8,2,1,1,1,8,1,1,1,5
w4264,4,10,8,10,10,9,8,4,1,7,7,8,1,1,4,6
w4271,8,8,8,10,10,9,8,7,1,9,6,8,1,4,1,7
w4272,9,10,10,10,10,10,10,3,1,10,1,6,2,3,5,7
w4280,5,9,10,8,10,9,9,6,1,7,5,6,1,1,1,8
w4300,7,8,7,9,5,8,10,8,1,1,1,6,1,1,2,8
w4311,2,8,8,9,7,6,10,6,1,9,1,7,1,1,5,7
w4312,3,7,8,10,10,7,2,5,1,1,1,8,1,1,4,6
w4313,9,10,8,8,5,9,7,6,1,8,1,8,1,4,2,6
w4328,10,10,9,6,10,10,8,3,1,3,1,7,1,3,1,6
w4369,1,3,4,4,10,6,8,8,1,8,6,6,1,4,2,8
w4372,2,7,10,10,10,6,10,8,1,1,1,3,1,1,3,8
w4373,8,10,9,10,10,9,6,8,1,1,1,4,1,1,2,9
w4375,5,8,10,10,10,8,10,8,1,1,1,4,1,1,5,9
w4376,8,7,8,4,10,8,9,8,1,10,1,5,1,1,1,9
w4389,5,7,6,10,10,4,9,8,1,10,1,6,1,1,1,8
w4397,5,7,7,10,10,4,9,6,1,1,1,4,1,6,5,8
w4400,9,10,10,8,10,9,5,6,1,1,1,3,1,1,2,8
w4403,8,10,10,10,10,10,9,5,1,1,1,8,1,1,1,6
w4406,3,6,5,8,5,7,10,6,1,9,1,8,1,4,2,7
w4407,5,8,10,10,10,8,3,5,1,1,1,8,1,1,5,7
w4426,9,10,7,10,5,9,9,8,1,7,1,9,1,6,3,8
