,link,title,authors,metrics,received,accepted,published_online,under_review,pub_year,pub_month
3223,https://doi.org/10.1287/mnsc.2016.2571,"Everything We Do, You Do: The Licensing Effect of Prosocial Marketing Messages on Consumer Behavior","Maryam Kouchaki, Ata Jami","Downloaded 151 times in the past 12 months
Cited 28 times",2015-01-15,2016-06-10,2016-10-13,512,2016,10
3224,https://doi.org/10.1287/mnsc.2016.2573,Callable Contingent Capital: Valuation and Default Risk,Weidong Tian,"Downloaded 20 times in the past 12 months
Cited 4 times",2014-06-12,2016-06-14,2016-10-18,733,2016,10
3225,https://doi.org/10.1287/mnsc.2016.2576,Impact of Electricity Pricing Policies on Renewable Energy Investments and Carbon Emissions,"A. Gürhan Kök, Kevin Shang, Şafak Yücel","Downloaded 411 times in the past 12 months
Cited 238 times",2014-11-16,2016-05-02,2016-12-02,533,2016,12
3226,https://doi.org/10.1287/mnsc.2016.2576,Impact of Electricity Pricing Policies on Renewable Energy Investments and Carbon Emissions,"A. Gürhan Kök, Kevin Shang, Şafak Yücel","Downloaded 411 times in the past 12 months
Cited 238 times",2014-11-16,2016-05-02,2016-12-02,533,2016,12
3227,https://doi.org/10.1287/mnsc.2016.2577,Egregiousness and Boycott Intensity: Evidence from the BP Deepwater Horizon Oil Spill,"Zhongmin Wang, Alvin Lee, Michael Polonsky","Downloaded 64 times in the past 12 months
Cited 21 times",2014-01-03,2016-05-02,2016-10-13,850,2016,10
3228,https://doi.org/10.1287/mnsc.2016.2578,Market Exit Through Divestment—The Effect of Accounting Bias on Competition,"Hui Chen, Bjorn N. Jorgensen","Downloaded 33 times in the past 12 months
Cited 15 times",2012-10-17,2015-10-26,2016-11-08,1104,2016,11
3229,https://doi.org/10.1287/mnsc.2016.2579,Assessing Fair Lending Risks Using Race/Ethnicity Proxies,Yan Zhang,"Downloaded 89 times in the past 12 months
Cited 44 times",2015-09-15,2016-05-31,2016-11-17,259,2016,11
3230,https://doi.org/10.1287/mnsc.2016.2581,"Uncertainty and Sectoral Shifts: The Interaction Between Firm-Level and Aggregate-Level Shocks, and Macroeconomic Activity","Alon Kalay, Suresh Nallareddy, Gil Sadka","Downloaded 55 times in the past 12 months
Cited 38 times",2014-12-09,2016-06-11,2016-11-07,550,2016,11
3231,https://doi.org/10.1287/mnsc.2016.2583,Risk Targeting and Policy Illusions—Evidence from the Announcement of the Volcker Rule,"Jussi Keppo, Josef Korte","Downloaded 32 times in the past 12 months
Cited 15 times",2015-03-24,2016-06-28,2016-11-17,462,2016,11
3232,https://doi.org/10.1287/mnsc.2016.2584,Superstition and Financial Decision Making,"David Hirshleifer, Ming Jian, Huai Zhang","Downloaded 144 times in the past 12 months
Cited 122 times",2014-09-15,2016-06-19,2016-11-18,643,2016,11
3233,https://doi.org/10.1287/mnsc.2016.2586,How Monitoring Influences Trust: A Tale of Two Faces,"Maurice E. Schweitzer, Teck-Hua Ho, Xing Zhang","Downloaded 96 times in the past 12 months
Cited 26 times",2012-06-26,2016-06-20,2016-11-23,1455,2016,11
3234,https://doi.org/10.1287/mnsc.2016.2588,Target-Adjusted Utility Functions and Expected-Utility Paradoxes,"Mark Schneider, Robert Day","Downloaded 55 times in the past 12 months
Cited 23 times",2014-10-01,2016-05-27,2016-12-02,604,2016,12
3235,https://doi.org/10.1287/mnsc.2016.2590,First Impressions Matter: An Experimental Investigation of Online Financial Advice,"Julie R. Agnew, Hazel Bateman, Christine Eckert, Fedor Iskhakov, Jordan Louviere, Susan Thorp","Downloaded 170 times in the past 12 months
Cited 49 times",2014-08-14,2016-05-11,2016-12-02,636,2016,12
3236,https://doi.org/10.1287/mnsc.2016.2591,Hierarchical Maximum Likelihood Parameter Estimation for Cumulative Prospect Theory: Improving the Reliability of Individual Risk Parameter Estimates,"Ryan O. Murphy, Robert H. W. ten Brincke","Downloaded 71 times in the past 12 months
Cited 47 times",2015-01-28,2016-06-20,2017-01-06,509,2017,1
3237,https://doi.org/10.1287/mnsc.2016.2593,Minimizing Risk Exposure When the Choice of a Risk Measure Is Ambiguous,"Erick Delage, Jonathan Yu-Meng Li","Downloaded 123 times in the past 12 months
Cited 34 times",2015-04-13,2016-05-30,2017-01-03,413,2017,1
3238,https://doi.org/10.1287/mnsc.2016.2594,Effectiveness of Reputation in Contracting for Customized Production: Evidence from Online Labor Markets,"Mingfeng Lin, Yong Liu, Siva Viswanathan","Downloaded 90 times in the past 12 months
Cited 79 times",2014-03-21,2016-06-19,2016-12-16,821,2016,12
3239,https://doi.org/10.1287/mnsc.2016.2595,Online Shopping and Platform Design with Ex Ante Registration Requirements,"Florian Morath, Johannes Münster","Downloaded 253 times in the past 12 months
Cited 36 times",2014-12-05,2016-07-05,2017-01-05,578,2017,1
3240,https://doi.org/10.1287/mnsc.2016.2600,Sharing Aggregate Inventory Information with Customers: Strategic Cross-Selling and Shortage Reduction,"Ruomeng Cui, Hyoduk Shin","Downloaded 121 times in the past 12 months
Cited 49 times",2014-08-04,2016-06-27,2017-02-07,693,2017,2
3241,https://doi.org/10.1287/mnsc.2016.2601,Making Sense of (Ultra) Low-Cost Flights Vertical Differentiation in Two-Sided Markets,"Luigi Serio, Piero Tedeschi, Giovanni Ursino","Downloaded 61 times in the past 12 months
Cited 10 times",2015-11-18,2016-07-11,2016-12-16,236,2016,12
3242,https://doi.org/10.1287/mnsc.2016.2605,Multiattribute Loss Aversion and Reference Dependence: Evidence from the Performing Arts Industry,"Necati Tereyağoğlu, Peter S. Fader, Senthil Veeraraghavan","Downloaded 74 times in the past 12 months
Cited 63 times",2014-09-08,2016-07-09,2017-02-17,670,2017,2
3243,https://doi.org/10.1287/mnsc.2016.2607,Asymptotic Optimality of Tailored Base-Surge Policies in Dual-Sourcing Inventory Systems,"Linwei Xin, David A. Goldberg","Downloaded 145 times in the past 12 months
Cited 91 times",2015-03-01,2016-06-25,2017-02-07,482,2017,2
3244,https://doi.org/10.1287/mnsc.2016.2610,Humans Are Not Machines: The Behavioral Impact of Queueing Design on Service Time,"Masha Shunko, Julie Niederhoff, Yaroslav Rosokha","Downloaded 218 times in the past 12 months
Cited 92 times",2014-07-28,2016-05-22,2017-02-10,664,2017,2
3245,https://doi.org/10.1287/mnsc.2016.2617,"Information Sharing, Advice Provision, or Delegation: What Leads to Higher Trust and Trustworthiness?","Özalp Özer, Upender Subramanian, Yu Wang","Downloaded 207 times in the past 12 months
Cited 72 times",2015-10-21,2016-07-09,2017-01-23,262,2017,1
3246,https://doi.org/10.1287/mnsc.2016.2540,Fostering Public Good Contributions with Symbolic Awards: A Large-Scale Natural Field Experiment at Wikipedia,Jana Gallus,"Downloaded 705 times in the past 12 months
Cited 212 times",2014-10-31,2016-04-11,2016-09-30,528,2016,9
3247,https://doi.org/10.1287/mnsc.2016.2558,"Opacity, Credit Rating Shopping, and Bias","Francesco Sangiorgi, Chester Spatt","Downloaded 85 times in the past 12 months
Cited 73 times",2016-01-01,2016-04-05,2016-12-19,95,2016,12
3248,https://doi.org/10.1287/mnsc.2016.2550,Fantasy and Dread: The Demand for Information and the Consumption Utility of the Future,"Ananda Ganguly, Joshua Tasoff","Downloaded 154 times in the past 12 months
Cited 128 times",2014-05-28,2016-03-29,2016-10-13,671,2016,10
3249,https://doi.org/10.1287/mnsc.2016.2559,The Role of Communication of Performance Schemes: Evidence from a Field Experiment,"Florian Englmaier, Andreas Roider, Uwe Sunde","Downloaded 64 times in the past 12 months
Cited 40 times",2014-04-11,2016-04-27,2016-10-13,747,2016,10
3250,https://doi.org/10.1287/mnsc.2016.2572,The Threat of Exclusion and Implicit Contracting,"Martin Brown, Marta Serra-Garcia","Downloaded 30 times in the past 12 months
Cited 9 times",2015-05-18,2016-06-02,2016-11-03,381,2016,11
3251,https://doi.org/10.1287/mnsc.2016.2549,Incentive-Based Capital Requirements,"Christian Eufinger, Andrej Gill","Downloaded 29 times in the past 12 months
Cited 16 times",2014-08-20,2016-04-26,2016-09-26,615,2016,9
3252,https://doi.org/10.1287/mnsc.2016.2551,Do Investors Value Dividend-Smoothing Stocks Differently?,"Yelena Larkin, Mark T. Leary, Roni Michaely","Downloaded 73 times in the past 12 months
Cited 59 times",2014-09-17,2016-03-03,2016-09-29,533,2016,9
3253,https://doi.org/10.1287/mnsc.2016.2552,Short- and Long-Run Business Conditions and Expected Returns,"Qi Liu, Libin Tao, Weixing Wu, Jianfeng Yu","Downloaded 38 times in the past 12 months
Cited 5 times",2014-10-07,2016-04-26,2016-10-11,567,2016,10
3254,https://doi.org/10.1287/mnsc.2016.2553,Robustly Strategic Consumption–Portfolio Rules with Informational Frictions,Yulei Luo,"Downloaded 45 times in the past 12 months
Cited 44 times",2015-08-26,2016-04-25,2016-10-13,243,2016,10
3255,https://doi.org/10.1287/mnsc.2016.2560,Do Local Capital Market Conditions Affect Consumers’ Borrowing Decisions?,"Alexander W. Butler, Jess Cornaggia, Umit G. Gurun","Downloaded 49 times in the past 12 months
Cited 90 times",2013-04-30,2015-04-13,2016-10-06,713,2016,10
3256,https://doi.org/10.1287/mnsc.2016.2564,Elasticity of Intertemporal Substitution in Consumption in the Presence of Inertia: Empirical Evidence from a Natural Experiment,"Mudit Kapoor, Shamika Ravi","Downloaded 35 times in the past 12 months
Cited 9 times",2014-09-26,2016-04-11,2016-12-01,563,2016,12
3257,https://doi.org/10.1287/mnsc.2016.2569,A Model of Mental Accounting and Reference Price Adaptation,"Manel Baucells, Woonam Hwang","Downloaded 139 times in the past 12 months
Cited 34 times",2013-06-19,2016-05-23,2016-10-27,1069,2016,10
3258,https://doi.org/10.1287/mnsc.2016.2574,Resource Allocation Under Demand Uncertainty and Private Information,"Alexandre Belloni, Giuseppe Lopomo, Shouqiang Wang","Downloaded 94 times in the past 12 months
Cited 18 times",2015-01-06,2016-05-09,2016-11-03,489,2016,11
3259,https://doi.org/10.1287/mnsc.2016.2531,Market Mechanisms in Online Peer-to-Peer Lending,"Zaiyan Wei, Mingfeng Lin","Downloaded 133 times in the past 12 months
Cited 229 times",2014-05-29,2016-04-08,2016-09-07,680,2016,9
3260,https://doi.org/10.1287/mnsc.2016.2567,Comment on “Strategic Information Management Under Leakage in a Supply Chain”,"Lin Tian, Baojun Jiang","Downloaded 90 times in the past 12 months
Cited 16 times",2015-10-29,2016-05-13,2016-10-13,197,2016,10
3261,https://doi.org/10.1287/mnsc.2016.2539,When Do People Prefer Carrots to Sticks? A Robust “Matching Effect” in Policy Evaluation,"Ellen R. K. Evers, Yoel Inbar, Irene Blanken, Linda D. Oosterwijk","Downloaded 47 times in the past 12 months
Cited 18 times",2015-09-29,2016-03-18,2016-10-17,171,2016,10
3262,https://doi.org/10.1287/mnsc.2016.2547,The Value of Nothing: Asymmetric Attention to Opportunity Costs Drives Intertemporal Decision Making,"Daniel Read, Christopher Y. Olivola, David J. Hardisty","Downloaded 290 times in the past 12 months
Cited 53 times",2014-10-05,2016-03-26,2016-10-13,538,2016,10
3263,https://doi.org/10.1287/mnsc.2016.2580,Known Unknowns: A Critical Determinant of Confidence and Calibration,"Daniel J. Walters, Philip M. Fernbach, Craig R. Fox, Steven A. Sloman","Downloaded 117 times in the past 12 months
Cited 42 times",2015-02-20,2016-06-07,2016-12-16,473,2016,12
3264,https://doi.org/10.1287/mnsc.2016.2555,Anticipated Regret and Product Innovation,"Baojun Jiang, Chakravarthi Narasimhan, Özge Turut","Downloaded 250 times in the past 12 months
Cited 87 times",2014-02-10,2016-05-04,2016-10-13,814,2016,10
3265,https://doi.org/10.1287/mnsc.2016.2556,Bidding for Bidders? How the Format for Soliciting Supplier Participation in NYOP Auctions Impacts Channel Profit,"Scott Fay, Robert Zeithammer","Downloaded 33 times in the past 12 months
Cited 8 times",2013-07-26,2016-04-26,2016-10-17,1005,2016,10
3266,https://doi.org/10.1287/mnsc.2016.2557,Sequential Search with Refinement: Model and Application with Click-Stream Data,"Yuxin Chen, Song Yao","Downloaded 339 times in the past 12 months
Cited 171 times",2014-09-27,2016-05-06,2016-09-28,587,2016,9
3267,https://doi.org/10.1287/mnsc.2016.2527,Strategic Communication for Capacity Alignment with Pricing in a Supply Chain,"Leon Yang Chu, Noam Shamir, Hyoduk Shin","Downloaded 144 times in the past 12 months
Cited 72 times",2011-10-21,2016-02-29,2016-09-09,1592,2016,9
3268,https://doi.org/10.1287/mnsc.2016.2554,Efficient Algorithms for the Dynamic Pricing Problem with Reference Price Effect,Efficient Algorithms for the Dynamic Pricing Problem with Reference Price Effect,"Downloaded 177 times in the past 12 months
Cited 94 times",2015-03-17,2016-05-21,2016-10-13,431,2016,10
3269,https://doi.org/10.1287/mnsc.2016.2565,Inventory Management Based on Target-Oriented Robust Optimization,"Yun Fong Lim, Chen Wang","Downloaded 81 times in the past 12 months
Cited 43 times",2014-01-06,2016-03-23,2016-10-21,807,2016,10
3270,https://doi.org/10.1287/mnsc.2016.2546,A Bayesian Methodology for Systemic Risk Assessment in Financial Networks,"Axel Gandy, Luitgard A. M. Veraart","Downloaded 127 times in the past 12 months
Cited 121 times",2015-04-17,2016-04-01,2016-10-06,350,2016,10
3271,https://doi.org/10.1287/mnsc.2016.2516,Early Task Initiation and Other Load-Adaptive Mechanisms in the Emergency Department,"Robert J. Batt, Christian Terwiesch","Downloaded 147 times in the past 12 months
Cited 147 times",2012-12-04,2016-03-07,2016-08-26,1189,2016,8
3272,https://doi.org/10.1287/mnsc.2016.2525,Confidence Calibration in a Multiyear Geopolitical Forecasting Competition,"Don A. Moore, Samuel A. Swift, Angela Minster, Barbara Mellers, Lyle Ungar, Philip Tetlock, Heather H. J. Yang, Elizabeth R. Tenney","Downloaded 76 times in the past 12 months
Cited 61 times",2015-04-17,2016-04-13,2016-08-22,362,2016,8
3273,https://doi.org/10.1287/mnsc.2016.2523,Do Mandatory Overtime Laws Improve Quality? Staffing Decisions and Operational Flexibility of Nursing Homes,"Susan Feng Lu, Lauren Xiaoyuan Lu","Downloaded 160 times in the past 12 months
Cited 75 times",2014-08-05,2016-02-17,2016-08-26,561,2016,8
3274,https://doi.org/10.1287/mnsc.2016.2526,Monopoly Pricing in the Presence of Social Learning,"Davide Crapis, Bar Ifrach, Costis Maglaras, Marco Scarsini","Downloaded 217 times in the past 12 months
Cited 118 times",2012-08-13,2016-02-29,2016-09-06,1295,2016,9
3275,https://doi.org/10.1287/mnsc.2016.2537,A Behavioral Model of Forecasting: Naive Statistics on Mental Samples,"Jordan Tong, Daniel Feiler","Downloaded 107 times in the past 12 months
Cited 63 times",2015-09-23,2016-04-04,2016-09-28,194,2016,9
3276,https://doi.org/10.1287/mnsc.2016.2528,Do Client Characteristics Really Drive the Big N Audit Quality Effect? New Evidence from Propensity Score Matching,"Mark DeFond, David H. Erkens, Jieying Zhang","Downloaded 292 times in the past 12 months
Cited 352 times",2015-05-04,2016-03-26,2016-09-07,327,2016,9
3277,https://doi.org/10.1287/mnsc.2016.2533,"Restructuring Charges, FAS 146, and the Accrual Anomaly","Sanjeev Bhojraj, Partha Sengupta, Suning Zhang","Downloaded 21 times in the past 12 months
Cited 2 times",2014-09-23,2016-02-18,2016-09-06,513,2016,9
3278,https://doi.org/10.1287/mnsc.2016.2504,Waiting To Give: Stated and Revealed Preferences,"Ashley C. Craig, Ellen Garbarino, Stephanie A. Heger, Robert Slonim","Downloaded 79 times in the past 12 months
Cited 40 times",2014-09-23,2016-03-02,2016-09-02,526,2016,9
3279,https://doi.org/10.1287/mnsc.2016.2511,Does the Unemployment Benefit Institution Affect the Productivity of Workers? Evidence from the Field,"Mariana Blanco, Patricio S. Dalton, Juan F. Vargas","Downloaded 21 times in the past 12 months
Cited 3 times",2014-03-21,2016-01-27,2016-08-15,677,2016,8
3280,https://doi.org/10.1287/mnsc.2016.2519,Indirect Reciprocity and Charitable Giving— Evidence from a Field Experiment,Menusch Khadjavi,"Downloaded 52 times in the past 12 months
Cited 30 times",2015-02-27,2016-02-22,2016-09-16,360,2016,9
3281,https://doi.org/10.1287/mnsc.2016.2524,Weather and the Psychology of Purchasing Outdoor Movie Tickets,"Lukas Buchheim, Thomas Kolaska","Downloaded 73 times in the past 12 months
Cited 41 times",2014-04-14,2016-02-20,2016-08-29,677,2016,8
3282,https://doi.org/10.1287/mnsc.2016.2535,Justice Under Uncertainty,"Elena Cettolin, Arno Riedl","Downloaded 74 times in the past 12 months
Cited 36 times",2015-07-31,2016-04-18,2016-09-09,262,2016,9
3283,https://doi.org/10.1287/mnsc.2016.2536,Dynamic Conditional Beta Is Alive and Well in the Cross Section of Daily Stock Returns,"Turan G. Bali, Robert F. Engle, Yi Tang","Downloaded 94 times in the past 12 months
Cited 67 times",2014-07-12,2016-04-09,2016-09-09,637,2016,9
3284,https://doi.org/10.1287/mnsc.2016.2538,Incompatible European Partners? Cultural Predispositions and Household Financial Behavior,"Michael Haliassos, Thomas Jansson, Yigitcan Karabulut","Downloaded 64 times in the past 12 months
Cited 54 times",2015-04-21,2016-03-16,2016-09-21,330,2016,9
3285,https://doi.org/10.1287/mnsc.2016.2541,Legal-System Arbitrage and Parent–Subsidiary Capital Structures,"Suman Banerjee, Thomas H. Noe","Downloaded 24 times in the past 12 months
Cited 3 times",2013-07-01,2016-02-16,2016-09-26,960,2016,9
3286,https://doi.org/10.1287/mnsc.2016.2542,Can Investment Shocks Explain the Cross Section of Equity Returns?,"Lorenzo Garlappi, Zhongzhi Song","Downloaded 53 times in the past 12 months
Cited 27 times",2015-07-10,2016-04-24,2016-09-26,289,2016,9
3287,https://doi.org/10.1287/mnsc.2016.2543,Herd Behavior and Mutual Fund Performance,Andrew Koch,"Downloaded 86 times in the past 12 months
Cited 48 times",2014-10-01,2016-03-16,2016-10-06,532,2016,10
3288,https://doi.org/10.1287/mnsc.2016.2529,Bayesian Estimation of a Dynamic Model of Two-Sided Markets: Application to the U.S. Video Game Industry,Yiyi Zhou,"Downloaded 137 times in the past 12 months
Cited 32 times",2014-11-05,2016-03-11,2016-09-02,492,2016,9
3289,https://doi.org/10.1287/mnsc.2016.2530,Expertise in Online Markets,"Stylianos Despotakis, Isa Hafalir, R. Ravi, Amin Sayedi","Downloaded 43 times in the past 12 months
Cited 7 times",2015-04-17,2016-02-12,2016-09-02,301,2016,9
3290,https://doi.org/10.1287/mnsc.2016.2545,The Probit Choice Model Under Sequential Search with an Application to Online Retailing,"Jun B. Kim, Paulo Albuquerque, Bart J. Bronnenberg","Downloaded 93 times in the past 12 months
Cited 72 times",2014-07-21,2016-02-08,2016-10-21,567,2016,10
3291,https://doi.org/10.1287/mnsc.2016.2517,Selling Out: The Inauthenticity Discount in the Craft Beer Industry,Justin Frake,"Downloaded 127 times in the past 12 months
Cited 103 times",2015-06-15,2016-01-26,2016-09-01,225,2016,9
3292,https://doi.org/10.1287/mnsc.2016.2520,Consumer Choice Models with Endogenous Network Effects,"Ruxian Wang, Zizhuo Wang","Downloaded 259 times in the past 12 months
Cited 125 times",2014-09-15,2016-03-29,2016-09-12,561,2016,9
3293,https://doi.org/10.1287/mnsc.2016.2522,Option Pricing for a Jump-Diffusion Model with General Discrete Jump-Size Distributions,"Michael C. Fu, Bingqing Li, Guozhen Li, Rongwen Wu","Downloaded 32 times in the past 12 months
Cited 15 times",2015-11-11,2016-04-04,2016-09-29,145,2016,9
3294,https://doi.org/10.1287/mnsc.2016.2532,Joint Panel Sizing and Appointment Scheduling in Outpatient Care,"Christos Zacharias, Mor Armony","Downloaded 81 times in the past 12 months
Cited 64 times",2015-02-17,2016-04-04,2016-09-12,412,2016,9
3295,https://doi.org/10.1287/mnsc.2016.2512,Gatekeepers at Work: An Empirical Analysis of a Maternity Unit,"Michael Freeman, Nicos Savva, Stefan Scholtes","Downloaded 135 times in the past 12 months
Cited 132 times",2014-03-11,2016-02-10,2016-09-02,701,2016,9
3296,https://doi.org/10.1287/mnsc.2016.2503,The Size of the LGBT Population and the Magnitude of Antigay Sentiment Are Substantially Underestimated,"Katherine B. Coffman, Lucas C. Coffman, Keith M. Marzilli Ericson","Downloaded 153 times in the past 12 months
Cited 147 times",2015-01-12,2016-01-06,2016-08-17,359,2016,8
3297,https://doi.org/10.1287/mnsc.2016.2500,Do Bags Fly Free? An Empirical Analysis of the Operational Implications of Airline Baggage Fees,"Mariana Nicolae, Mazhar Arıkan, Vinayak Deshpande, Mark Ferguson","Downloaded 89 times in the past 12 months
Cited 34 times",2013-03-13,2016-01-20,2016-08-11,1043,2016,8
3298,https://doi.org/10.1287/mnsc.2016.2515,"Inventory, Risk Shifting, and Trade Credit",Jiri Chod,"Downloaded 105 times in the past 12 months
Cited 216 times",2015-02-16,2016-03-29,2016-08-22,407,2016,8
3299,https://doi.org/10.1287/mnsc.2016.2521,Task Decomposition and Newsvendor Decision Making,"Yun Shin Lee, Enno Siemsen","Downloaded 129 times in the past 12 months
Cited 82 times",2014-11-02,2016-03-23,2016-09-09,507,2016,9
3300,https://doi.org/10.1287/mnsc.2016.2483,Learning to Manage and Managing to Learn: The Effects of Student Leadership Service,"Michael L. Anderson, Fangwen Lu","Downloaded 50 times in the past 12 months
Cited 21 times",2013-05-17,2016-02-09,2016-07-08,998,2016,7
3301,https://doi.org/10.1287/mnsc.2016.2501,Observability Increases the Demand for Commitment Devices,"Christine L. Exley, Jeffrey K. Naecker","Downloaded 55 times in the past 12 months
Cited 25 times",2015-09-25,2016-02-25,2016-07-27,153,2016,7
3302,https://doi.org/10.1287/mnsc.2016.2505,Gender Differences in Stereotypes of Risk Preferences: Experimental Evidence from a Matrilineal and a Patrilineal Society,"Andreas Pondorfer, Toman Barsbai, Ulrich Schmidt","Downloaded 66 times in the past 12 months
Cited 23 times",2015-07-21,2016-03-06,2016-08-11,229,2016,8
3303,https://doi.org/10.1287/mnsc.2016.2510,The Role of Managerial Ability in Corporate Tax Avoidance,"Allison Koester, Terry Shevlin, Daniel Wangerin","Downloaded 216 times in the past 12 months
Cited 334 times",2014-10-04,2016-03-10,2016-09-09,523,2016,9
3304,https://doi.org/10.1287/mnsc.2016.2509,"Debtor Rights, Credit Supply, and Innovation","Geraldo Cerqueiro, Deepak Hegde, María Fabiana Penas, Robert C. Seamans","Downloaded 88 times in the past 12 months
Cited 72 times",2014-03-25,2016-03-27,2016-08-11,733,2016,8
3305,https://doi.org/10.1287/mnsc.2016.2493,Moral Hazard in Dynamic Risk Management,"Jakša Cvitanić, Dylan Possamaï, Nizar Touzi","Downloaded 91 times in the past 12 months
Cited 63 times",2014-06-22,2016-02-18,2016-07-21,606,2016,7
3306,https://doi.org/10.1287/mnsc.2016.2497,Optimal and Naive Diversification in Currency Markets,"Fabian Ackermann, Walt Pohl, Karl Schmedders","Downloaded 51 times in the past 12 months
Cited 37 times",2014-10-06,2016-02-14,2016-08-15,496,2016,8
3307,https://doi.org/10.1287/mnsc.2016.2498,Economic Implications of Nonlinear Pricing Kernels,"Caio Almeida, René Garcia","Downloaded 57 times in the past 12 months
Cited 55 times",2013-11-05,2015-10-26,2016-08-17,720,2016,8
3308,https://doi.org/10.1287/mnsc.2016.2506,Portfolio Choice Based on Third-Degree Stochastic Dominance,"Thierry Post, Miloš Kopa","Downloaded 65 times in the past 12 months
Cited 80 times",2015-11-06,2016-03-16,2016-08-15,131,2016,8
3309,https://doi.org/10.1287/mnsc.2016.2508,"Stature, Obesity, and Portfolio Choice","Jawad M. Addoum, George Korniotis, Alok Kumar","Downloaded 39 times in the past 12 months
Cited 45 times",2013-05-07,2015-07-21,2016-08-01,805,2016,8
3310,https://doi.org/10.1287/mnsc.2016.2514,Credit Ratings and Credit Risk: Is One Measure Enough?,"Jens Hilscher, Mungo Wilson","Downloaded 190 times in the past 12 months
Cited 162 times",2013-12-18,2015-09-01,2016-10-17,622,2016,10
3311,https://doi.org/10.1287/mnsc.2016.2502,Platform Integration and Demand Spillovers in Complementary Markets: Evidence from Facebook’s Integration of Instagram,"Zhuoxin Li, Ashish Agarwal","Downloaded 400 times in the past 12 months
Cited 164 times",2014-06-09,2016-01-23,2016-08-17,593,2016,8
3312,https://doi.org/10.1287/mnsc.2016.2475,Do We Really Need to Change the Decision Maker? Counterintuitive Escalation of Commitment Results in Real Options Contexts,"William Boulding, Abhijit Guha, Richard Staelin","Downloaded 56 times in the past 12 months
Cited 14 times",2013-10-10,2015-08-19,2016-07-12,678,2016,7
3313,https://doi.org/10.1287/mnsc.2016.2496,Measuring the Efficiency of Category-Level Sales Response to Promotions,"Minakshi Trivedi, Dinesh K. Gauri, Yu Ma","Downloaded 59 times in the past 12 months
Cited 15 times",2014-06-17,2016-02-09,2016-09-01,602,2016,9
3314,https://doi.org/10.1287/mnsc.2016.2513,Price-Matching Guarantees with Endogenous Consumer Search,"Juncai Jiang, Nanda Kumar, Brian T. Ratchford","Downloaded 104 times in the past 12 months
Cited 31 times",2014-04-10,2015-12-29,2016-08-26,628,2016,8
3315,https://doi.org/10.1287/mnsc.2016.2476,Customer Referral Incentives and Social Media,"Ilan Lobel, Evan Sadler, Lav R. Varshney","Downloaded 95 times in the past 12 months
Cited 87 times",2015-03-24,2016-01-29,2016-07-14,311,2016,7
3316,https://doi.org/10.1287/mnsc.2016.2487,OrganJet: Overcoming Geographical Disparities in Access to Deceased Donor Kidneys in the United States,"Barış Ata, Anton Skaro, Sridhar Tayur","Downloaded 58 times in the past 12 months
Cited 72 times",2015-10-13,2015-11-29,2016-07-19,47,2016,7
3317,https://doi.org/10.1287/mnsc.2016.2466,"Sourcing Under Supplier Responsibility Risk: The Effects of Certification, Audit, and Contingency Payment","Li Chen, Hau L. Lee","Downloaded 334 times in the past 12 months
Cited 253 times",2014-02-06,2016-01-04,2016-07-08,697,2016,7
3318,https://doi.org/10.1287/mnsc.2016.2479,"Channel Integration, Sales Dispersion, and Inventory Management","Santiago Gallino, Antonio Moreno, Ioannis Stamatopoulos","Downloaded 243 times in the past 12 months
Cited 207 times",2014-08-04,2016-01-19,2016-07-19,533,2016,7
3319,https://doi.org/10.1287/mnsc.2016.2518,The Sources of the Communication Gap,"Simin He, Theo Offerman, Jeroen van de Ven","Downloaded 117 times in the past 12 months
Cited 37 times",2015-05-28,2016-03-04,2016-08-26,281,2016,8
3320,https://doi.org/10.1287/mnsc.2016.2477,The Comovement of Investor Attention,"Michael S. Drake, Jared Jennings, Darren T. Roulstone, Jacob R. Thornock","Downloaded 214 times in the past 12 months
Cited 113 times",2013-08-10,2015-12-28,2016-07-14,870,2016,7
3321,https://doi.org/10.1287/mnsc.2016.2481,The Interplay Between Forward-Looking Measures and Target Setting,"Jan Bouwens, Peter Kroos","Downloaded 130 times in the past 12 months
Cited 23 times",2013-05-08,2016-01-31,2016-07-19,998,2016,7
3322,https://doi.org/10.1287/mnsc.2016.2472,Do Gender and Business Trainings Affect Business Outcomes? Experimental Evidence from Vietnam,"Erwin Bulte, Robert Lensink, Nhung Vu","Downloaded 257 times in the past 12 months
Cited 57 times",2015-05-01,2016-01-06,2016-08-11,250,2016,8
3323,https://doi.org/10.1287/mnsc.2016.2480,How Much Does Honesty Cost? Small Bonuses Can Motivate Ethical Behavior,"Long Wang, J. Keith Murnighan","Downloaded 64 times in the past 12 months
Cited 20 times",2014-05-01,2015-04-19,2016-07-21,353,2016,7
3324,https://doi.org/10.1287/mnsc.2016.2480,How Much Does Honesty Cost? Small Bonuses Can Motivate Ethical Behavior,"Long Wang, J. Keith Murnighan","Downloaded 64 times in the past 12 months
Cited 20 times",2014-05-01,2015-04-19,2016-07-21,353,2016,7
3325,https://doi.org/10.1287/mnsc.2016.2499,Effective Reminders,"Giacomo Calzolari, Mattia Nardotto","Downloaded 196 times in the past 12 months
Cited 86 times",2014-05-05,2015-11-25,2016-06-27,569,2016,6
